Date,Open,High,Close,Low,Change %
44173,"3,506.00","3,460.00","3,784.80","3,316.20",1.33%
44172,"3,460.00","3,528.60","3,624.80","3,278.40",-2.02%
44171,"3,531.30","3,770.50","3,908.00","3,506.00",-6.21%
44170,"3,765.30","3,982.20","4,000.10","3,751.10",-5.44%
44169,"3,981.90","3,903.80","4,131.10","3,793.10",2.07%
44168,"3,901.20","4,172.90","4,178.50","3,836.20",-6.21%
44167,"4,159.70","4,241.40","4,353.20","4,127.20",-1.96%
44166,"4,243.00","4,043.60","4,339.00","3,978.80",5.07%
44165,"4,038.30","4,323.30","4,357.40","3,966.20",-6.37%
44164,"4,312.90","4,331.40","4,472.00","4,180.60",0.15%
44163,"4,306.30","3,902.30","4,439.60","3,889.90",10.86%
44162,"3,884.40","3,850.10","3,941.60","3,713.20",0.68%
44161,"3,858.00","4,111.30","4,196.40","3,708.10",-5.62%
44160,"4,087.80","3,934.90","4,211.30","3,663.00",4.02%
44159,"3,929.80","4,422.80","4,515.20","3,834.70",-11.14%
44158,"4,422.70","4,370.80","4,482.00","4,251.00",0.69%
44157,"4,392.40","4,672.10","4,716.80","4,388.50",-5.88%
44156,"4,666.60","4,572.80","4,773.40","4,429.90",1.45%
44155,"4,600.10","4,944.90","5,048.00","4,318.10",-6.84%
44154,"4,938.10","5,650.30","5,650.30","4,890.90",-12.75%
44153,"5,659.40","5,637.20","5,716.00","5,621.00",0.58%
44152,"5,626.70","5,655.70","5,659.20","5,573.60",-0.60%
44151,"5,660.50","5,731.90","5,756.80","5,555.00",-1.61%
44150,"5,753.40","5,922.30","5,929.20","5,441.50",-2.23%
44149,"5,884.60","6,458.90","6,485.00","5,705.00",-8.97%
44148,"6,464.40","6,447.00","6,497.50","6,403.50",0.27%
44147,"6,446.90","6,481.00","6,481.00","6,418.80",-0.05%
44146,"6,450.00","6,431.00","6,459.90","6,364.00",0.29%
44145,"6,431.10","6,414.50","6,461.70","6,414.50",0.17%
44144,"6,420.20","6,479.50","6,502.90","6,392.60",-0.92%
44143,"6,479.60","6,573.00","6,585.00","6,477.00",-1.42%
44142,"6,572.70","6,519.00","6,607.10","6,512.20",0.88%
44141,"6,515.20","6,475.00","6,515.30","6,447.80",0.70%
44140,"6,470.10","6,495.20","6,495.20","6,439.40",-0.23%
44139,"6,485.20","6,389.20","6,509.40","6,360.10",1.52%
44138,"6,387.90","6,432.20","6,432.20","6,334.70",-0.61%
44137,"6,426.90","6,407.10","6,454.80","6,391.60",0.43%
44136,"6,399.70","6,374.80","6,423.20","6,353.50",0.49%
44135,"6,368.40","6,330.10","6,406.40","6,248.20",0.60%
44134,"6,330.10","6,347.10","6,380.00","6,313.20",-0.22%
44133,"6,344.00","6,490.20","6,505.00","6,320.90",-2.25%
44132,"6,490.10","6,498.40","6,510.10","6,456.30",-0.16%
44131,"6,500.20","6,534.90","6,553.90","6,480.10",-0.48%
44130,"6,531.50","6,533.40","6,588.30","6,514.30",0.05%
44129,"6,528.10","6,554.00","6,566.00","6,500.10",-0.40%
44128,"6,554.10","6,550.00","6,623.00","6,543.20",0.06%
44127,"6,550.00","6,567.20","6,584.30","6,525.40",-0.26%
44126,"6,567.20","6,587.40","6,627.60","6,549.10",-0.37%
44125,"6,591.60","6,582.90","6,655.00","6,582.90",0.07%
44124,"6,586.70","6,517.00","6,609.70","6,511.30",0.91%
44123,"6,527.30","6,609.60","6,630.20","6,519.90",-1.30%
44122,"6,613.00","6,736.40","6,778.20","6,567.50",-1.84%
44121,"6,737.10","6,754.20","6,792.70","6,681.30",-0.25%
44120,"6,754.10","6,739.00","6,891.80","6,679.00",0.18%
44119,"6,742.00","6,322.70","7,704.20","6,300.00",6.42%
44118,"6,335.20","6,326.00","6,399.10","6,318.50",0.14%
44117,"6,326.50","6,288.60","6,331.40","6,288.60",0.53%
44116,"6,293.20","6,249.00","6,348.40","6,223.00",0.66%
44115,"6,252.00","6,628.00","6,628.00","6,223.80",-5.70%
44114,"6,630.20","6,659.70","6,659.70","6,529.70",-0.49%
44113,"6,663.00","6,679.70","6,680.60","6,608.50",-0.15%
44112,"6,673.20","6,617.00","6,718.40","6,585.90",1.09%
44111,"6,601.00","6,595.20","6,633.70","6,532.80",0.14%
44110,"6,592.00","6,639.90","6,648.20","6,564.50",-0.79%
44109,"6,644.70","6,594.30","6,666.90","6,548.00",0.98%
44108,"6,580.10","6,507.90","6,640.00","6,499.30",1.18%
44107,"6,503.20","6,527.50","6,552.50","6,428.10",-0.46%
44106,"6,533.30","6,602.00","6,638.40","6,514.10",-1.04%
44105,"6,601.90","6,625.90","6,659.60","6,521.00",-0.24%
44104,"6,618.10","6,590.00","6,656.50","6,533.30",0.20%
44103,"6,604.60","6,627.30","6,631.20","6,466.00",-0.46%
44102,"6,635.10","6,691.20","6,825.00","6,545.10",-0.86%
44101,"6,692.50","6,462.40","6,727.20","6,440.70",3.56%
44100,"6,462.40","6,442.80","6,552.70","6,385.80",0.43%
44099,"6,434.70","6,585.10","6,585.10","6,350.20",-2.28%
44098,"6,585.00","6,697.80","6,721.70","6,555.10",-1.86%
44097,"6,710.00","6,723.10","6,783.30","6,664.20",-0.19%
44096,"6,723.00","6,789.80","6,840.00","6,643.60",-0.59%
44095,"6,762.70","6,522.10","6,790.00","6,496.00",4.03%
44094,"6,500.50","6,392.80","6,535.00","6,357.20",1.71%
44093,"6,390.90","6,330.80","6,521.50","6,112.70",0.76%
44092,"6,342.80","6,243.00","6,384.00","6,229.20",1.42%
44091,"6,254.20","6,506.10","6,532.80","6,205.10",-3.76%
44090,"6,498.50","6,512.80","6,517.80","6,384.50",-0.23%
44089,"6,513.60","6,480.10","6,568.90","6,473.60",0.44%
44088,"6,485.00","6,495.00","6,593.00","6,355.60",0.15%
44087,"6,475.60","6,334.00","6,523.40","6,334.00",2.27%
44086,"6,332.00","6,290.90","6,355.00","6,203.10",0.65%
44085,"6,290.80","6,332.10","6,397.10","6,178.10",-0.27%
44084,"6,308.00","6,240.00","6,363.50","6,233.20",1.09%
44083,"6,239.90","6,184.90","6,427.60","6,142.20",0.89%
44082,"6,185.00","6,404.20","6,475.10","6,130.30",-3.42%
44081,"6,404.10","6,516.10","6,532.90","6,322.80",-1.71%
44080,"6,515.60","6,705.00","6,720.80","6,310.30",-2.90%
44079,"6,710.50","7,357.30","7,400.00","6,700.00",-8.81%
44078,"7,358.90","7,267.80","7,410.30","7,246.20",1.25%
44077,"7,268.00","7,304.70","7,341.40","7,200.10",-0.31%
44076,"7,290.40","7,197.50","7,367.00","7,137.20",1.29%
44075,"7,197.50","7,022.90","7,260.40","7,020.50",2.44%
44074,"7,025.90","6,986.10","7,084.00","6,889.00",0.45%
44073,"6,994.70","7,037.90","7,060.00","6,802.40",-0.72%
44072,"7,045.70","7,079.90","7,133.60","6,931.60",-0.48%
44071,"7,079.70","6,910.50","7,127.20","6,872.00",2.46%
44070,"6,909.50","6,707.00","6,911.60","6,653.50",3.00%
44069,"6,708.40","6,732.80","6,784.10","6,574.50",-0.36%
44068,"6,732.90","6,693.30","6,795.50","6,670.00",0.55%
44067,"6,695.90","6,530.50","6,728.30","6,462.70",2.58%
44066,"6,527.20","6,363.80","6,565.60","6,350.00",2.71%
44065,"6,354.90","6,479.10","6,885.00","6,253.00",-1.92%
44064,"6,479.10","6,255.20","6,500.00","6,245.00",3.57%
44063,"6,255.90","6,485.10","6,520.60","6,230.20",-3.53%
44062,"6,485.10","6,395.00","6,550.00","6,309.30",1.47%
44061,"6,391.20","6,585.90","6,615.00","6,301.90",-2.92%
44060,"6,583.30","6,312.00","6,588.70","6,290.20",4.27%
44059,"6,314.00","6,270.20","6,474.70","6,215.20",0.70%
44058,"6,270.10","6,188.60","6,623.80","6,181.10",1.31%
44057,"6,189.00","6,241.30","6,244.00","5,879.30",-1.01%
44056,"6,251.90","6,312.20","6,541.80","6,150.00",-0.98%
44055,"6,313.90","6,234.70","6,481.70","6,163.30",1.30%
44054,"6,232.70","6,147.00","6,485.70","6,008.20",1.40%
44053,"6,146.80","6,533.60","6,573.60","6,014.50",-5.86%
44052,"6,529.10","6,280.70","6,623.70","6,188.20",3.98%
44051,"6,279.20","6,718.80","6,720.10","6,131.00",-6.57%
44050,"6,720.50","6,940.10","7,149.90","6,678.80",-3.18%
44049,"6,941.30","7,025.80","7,149.90","6,847.00",-1.20%
44048,"7,025.80","7,013.20","7,089.70","6,890.20",0.18%
44047,"7,013.20","7,420.00","7,490.00","6,930.00",-5.48%
44046,"7,420.00","7,533.20","7,533.20","7,283.60",-1.53%
44045,"7,535.20","7,606.00","7,707.10","7,463.10",-0.97%
44044,"7,608.80","7,731.30","7,755.60","7,444.20",-1.58%
44043,"7,730.60","8,179.50","8,179.50","7,670.00",-5.49%
44042,"8,179.60","8,218.50","8,274.20","7,862.90",-0.50%
44041,"8,221.00","8,235.70","8,293.90","8,123.00",-0.31%
44040,"8,246.40","8,188.00","8,246.40","8,073.90",0.74%
44039,"8,185.70","7,933.50","8,280.30","7,815.10",3.11%
44038,"7,939.00","8,178.40","8,313.10","7,869.80",-2.90%
44037,"8,176.00","8,380.00","8,485.70","8,073.00",-2.60%
44036,"8,394.50","7,719.80","8,500.20","7,692.30",8.74%
44035,"7,719.80","7,397.70","7,800.70","7,374.10",4.31%
44034,"7,400.50","7,403.40","7,572.70","7,338.90",-0.04%
44033,"7,403.30","7,333.00","7,458.00","7,221.00",0.96%
44032,"7,333.10","7,473.60","7,681.00","7,278.20",-1.88%
44031,"7,473.50","7,379.80","7,559.90","7,282.90",1.28%
44030,"7,379.40","7,320.00","7,586.50","7,249.90",0.81%
44029,"7,319.80","6,734.30","7,462.90","6,667.40",8.78%
44028,"6,729.20","6,347.70","6,750.00","6,328.90",6.02%
44027,"6,347.20","6,250.00","6,388.90","6,232.30",1.55%
44026,"6,250.10","6,219.70","6,320.00","6,179.30",0.48%
44025,"6,220.00","6,240.60","6,335.10","6,133.40",-0.46%
44024,"6,249.00","6,377.70","6,377.70","6,080.80",-2.02%
44023,"6,377.80","6,299.00","6,402.80","6,287.70",1.21%
44022,"6,301.50","6,666.90","6,680.10","6,269.30",-5.48%
44021,"6,666.70","6,705.90","6,820.00","6,617.10",-0.60%
44020,"6,707.00","6,761.80","6,790.80","6,669.10",-0.81%
44019,"6,761.70","6,602.20","6,826.10","6,511.50",2.42%
44018,"6,602.10","6,531.60","6,636.90","6,452.90",0.95%
44017,"6,540.20","6,589.90","6,697.70","6,452.00",-0.76%
44016,"6,590.00","6,509.00","6,778.30","6,418.70",1.38%
44015,"6,500.00","6,617.60","6,672.40","6,470.50",-1.24%
44014,"6,581.30","6,617.60","6,672.40","6,539.00",3.65%
44013,"6,349.70","6,391.50","6,435.00","6,260.20",-0.65%
44012,"6,391.50","6,208.20","6,518.10","6,195.80",2.95%
44011,"6,208.10","5,848.10","6,273.00","5,782.90",6.12%
44010,"5,850.00","6,133.10","6,167.70","5,829.90",-4.62%
44009,"6,133.10","6,073.50","6,181.40","5,989.00",0.90%
44008,"6,078.50","6,250.80","6,273.70","6,050.20",-2.69%
44007,"6,246.60","6,146.10","6,334.20","6,082.10",1.60%
44006,"6,148.00","6,151.90","6,249.70","5,762.90",-0.06%
44005,"6,152.00","6,041.00","6,253.90","6,014.00",1.81%
44004,"6,042.60","6,715.20","6,730.70","5,929.10",-9.99%
44003,"6,713.50","6,760.00","6,787.10","6,680.10",-0.69%
44002,"6,760.40","6,732.70","6,818.20","6,560.00",0.34%
44001,"6,737.50","6,711.60","6,832.90","6,666.20",0.42%
44000,"6,709.20","6,443.50","6,826.80","6,378.60",4.25%
43999,"6,435.70","6,491.00","6,573.00","6,426.90",-0.77%
43998,"6,485.90","6,386.20","6,557.20","6,330.00",1.58%
43997,"6,385.00","6,638.00","6,655.50","6,360.30",-3.75%
43996,"6,633.70","6,295.10","6,703.40","6,269.50",5.38%
43995,"6,295.20","6,543.10","6,611.70","6,125.70",-3.80%
43994,"6,543.90","6,873.20","6,873.20","6,441.00",-4.79%
43993,"6,873.30","6,757.30","6,897.00","6,631.00",1.72%
43992,"6,757.30","7,498.10","7,498.10","6,633.90",-9.89%
43991,"7,498.60","7,615.20","7,684.90","7,467.70",-1.53%
43990,"7,615.10","7,685.70","7,697.00","7,544.00",-0.96%
43989,"7,688.90","7,653.90","7,756.10","7,645.80",0.46%
43988,"7,654.00","7,621.90","7,698.00","7,495.20",0.42%
43987,"7,621.70","7,487.90","7,669.00","7,372.90",1.78%
43986,"7,488.30","7,718.00","7,761.50","7,457.50",-2.98%
43985,"7,718.00","7,639.00","7,777.40","7,600.00",1.05%
43984,"7,638.10","7,521.10","7,691.20","7,445.50",1.56%
43983,"7,521.00","7,485.90","7,599.80","7,344.80",0.47%
43982,"7,485.80","7,375.10","7,599.70","7,338.00",1.50%
43981,"7,375.10","7,465.30","7,557.50","7,279.60",-1.14%
43980,"7,460.00","7,104.00","7,527.90","7,048.60",5.10%
43979,"7,097.90","7,339.60","7,434.80","7,062.40",-3.29%
43978,"7,339.70","7,330.80","7,411.50","7,220.10",0.13%
43977,"7,330.30","7,456.70","7,621.70","7,286.10",-1.71%
43976,"7,458.00","7,576.00","7,654.10","7,323.10",-1.57%
43975,"7,576.70","7,503.30","7,718.00","7,260.90",1.09%
43974,"7,494.80","7,978.00","8,020.00","7,442.10",-6.05%
43973,"7,977.30","8,399.60","8,406.50","7,947.20",-4.96%
43972,"8,393.40","8,523.70","8,586.90","8,317.70",-1.53%
43971,"8,523.70","8,230.90","8,580.00","8,171.50",3.54%
43970,"8,232.30","8,238.90","8,400.10","8,142.00",-0.08%
43969,"8,239.00","8,054.80","8,276.60","7,927.80",2.32%
43968,"8,051.80","8,349.70","8,466.90","7,986.80",-3.41%
43967,"8,336.10","8,467.00","8,488.70","8,103.60",-1.55%
43966,"8,467.50","8,668.50","8,838.00","8,420.70",-2.34%
43965,"8,670.80","8,683.80","8,882.40","8,279.50",-0.15%
43964,"8,683.60","8,467.00","8,753.00","8,320.00",2.61%
43963,"8,462.70","8,419.50","8,631.60","8,204.50",0.60%
43962,"8,412.40","9,015.20","9,015.20","8,341.80",-6.72%
43961,"9,018.70","9,320.00","9,390.00","9,003.00",-3.21%
43960,"9,318.20","9,180.70","9,370.90","8,980.10",1.45%
43959,"9,184.70","9,356.40","9,469.70","9,052.30",-1.98%
43958,"9,370.00","9,659.00","9,675.70","9,200.00",-2.99%
43957,"9,658.70","9,859.60","9,963.90","9,455.00",-2.04%
43956,"9,859.60","9,702.90","9,990.00","9,685.90",1.62%
43955,"9,702.80","9,759.00","9,811.90","9,557.00",-0.61%
43954,"9,762.10","9,237.90","9,838.00","9,162.80",5.69%
43953,"9,236.40","9,069.10","9,279.80","8,979.60",1.87%
43952,"9,067.00","9,240.70","9,240.70","8,829.10",-1.87%
43951,"9,240.00","9,400.00","9,450.00","9,110.70",-1.69%
43950,"9,398.60","9,340.30","9,564.10","9,184.60",0.57%
43949,"9,345.30","8,911.00","9,436.00","8,845.00",4.77%
43948,"8,920.10","9,269.70","9,381.10","8,902.80",-3.87%
43947,"9,279.30","8,850.10","9,308.00","8,656.00",4.52%
43946,"8,878.40","9,643.00","9,761.50","8,768.40",-7.94%
43945,"9,644.40","8,940.20","9,737.90","8,929.90",7.88%
43944,"8,940.00","8,791.40","8,940.00","8,769.90",1.59%
43943,"8,800.00","8,917.60","8,979.80","8,752.90",-1.34%
43942,"8,919.10","8,865.40","9,029.00","8,618.90",0.60%
43941,"8,866.10","8,272.80","8,937.50","8,219.00",7.17%
43940,"8,272.80","8,166.40","8,296.80","8,099.90",1.30%
43939,"8,166.30","7,888.80","8,229.00","7,874.70",3.50%
43938,"7,889.90","8,056.10","8,169.00","7,823.30",-2.06%
43937,"8,056.20","8,354.80","8,415.00","7,900.30",-3.57%
43936,"8,354.10","8,003.00","8,426.30","7,997.20",4.39%
43935,"8,002.90","7,885.80","8,182.00","7,820.70",1.48%
43934,"7,885.80","7,915.20","8,230.00","7,746.00",-0.33%
43933,"7,912.00","6,944.00","8,083.70","6,761.30",13.95%
43932,"6,943.10","6,839.30","6,975.70","6,795.00",1.52%
43931,"6,839.30","6,770.90","6,890.60","6,650.00",1.10%
43930,"6,764.60","7,024.00","7,187.40","6,611.00",-3.69%
43929,"7,023.90","6,892.60","7,114.80","6,883.00",1.90%
43928,"6,892.60","6,610.00","7,075.40","6,599.90",4.27%
43927,"6,610.20","6,767.20","6,851.50","6,501.10",-2.29%
43926,"6,765.00","6,785.80","6,911.00","6,571.90",-0.31%
43925,"6,785.90","7,403.30","7,422.00","6,670.00",-8.37%
43924,"7,405.60","7,073.80","7,509.60","7,020.00",5.00%
43923,"7,052.70","6,813.10","7,121.40","6,770.20",3.56%
43922,"6,810.00","6,925.40","7,035.10","6,432.40",-1.66%
43921,"6,925.30","6,838.10","7,221.90","6,782.90",1.24%
43920,"6,840.40","7,091.50","7,267.30","6,533.00",-3.57%
43919,"7,094.00","7,936.00","7,963.90","6,897.20",-10.61%
43918,"7,936.10","7,784.50","8,118.00","7,725.00",1.95%
43917,"7,784.50","8,128.00","8,209.00","7,727.00",-4.12%
43916,"8,119.10","8,445.00","8,496.40","7,839.10",-3.86%
43915,"8,445.10","8,525.00","8,673.90","8,373.00",-1.05%
43914,"8,535.00","8,911.40","9,040.20","8,463.00",-4.19%
43913,"8,908.00","8,703.80","8,910.00","8,272.80",2.32%
43912,"8,706.40","8,888.60","9,088.00","8,453.10",-2.18%
43911,"8,900.10","8,899.80","9,175.20","8,755.70",0.00%
43910,"8,899.70","8,600.20","9,025.00","8,309.60",3.48%
43909,"8,600.10","8,209.00","8,689.90","8,100.00",4.88%
43908,"8,200.20","7,832.00","8,285.60","7,240.00",4.45%
43907,"7,851.00","8,250.00","8,350.10","7,729.50",-4.85%
43906,"8,251.00","8,250.10","8,602.70","7,903.20",-0.02%
43905,"8,252.90","8,181.30","8,416.70","7,666.30",0.81%
43904,"8,186.60","9,135.20","9,400.10","7,923.80",-10.38%
43903,"9,135.00","9,130.20","9,479.00","8,827.70",0.15%
43902,"9,121.00","9,528.00","9,894.70","8,776.80",-4.27%
43901,"9,528.00","8,764.40","9,726.10","8,429.00",8.74%
43900,"8,762.00","9,216.20","9,500.00","8,691.10",-4.94%
43899,"9,217.00","9,301.90","9,420.50","8,351.00",-0.89%
43898,"9,300.00","9,910.70","10,109.00","9,037.00",-6.09%
43897,"9,902.90","10,779.00","10,899.00","9,422.10",-7.62%
43896,"10,720.00","11,403.00","11,403.00","10,578.00",-6.10%
43895,"11,416.00","11,497.00","11,696.00","11,390.00",-0.74%
43894,"11,501.00","11,454.00","11,544.00","11,061.00",0.53%
43893,"11,440.00","11,024.00","11,526.00","11,024.00",3.76%
43892,"11,025.00","10,908.00","11,189.00","10,766.00",0.92%
43891,"10,925.00","10,316.00","11,087.00","10,224.00",5.91%
43889,"10,315.00","10,583.00","11,063.00","10,270.00",-2.40%
43888,"10,569.00","10,320.00","10,880.00","10,133.00",2.40%
43887,"10,321.00","9,583.00","10,437.00","9,359.90",7.99%
43886,"9,557.40","9,666.30","9,840.00","9,284.30",-1.13%
43885,"9,666.30","10,144.00","10,499.00","9,350.30",-4.72%
43884,"10,145.00","9,826.50","10,395.00","9,583.90",3.20%
43883,"9,830.00","10,453.20","10,912.00","9,740.00",-5.98%
43882,"10,455.00","11,216.00","11,239.00","10,200.00",-6.80%
43881,"11,218.00","11,172.00","11,776.00","11,101.00",0.40%
43880,"11,173.00","10,398.00","11,250.00","10,308.00",7.72%
43879,"10,372.00","11,062.00","11,250.00","10,122.00",-6.17%
43878,"11,053.50","10,161.00","11,083.00","10,050.00",8.77%
43877,"10,162.00","9,996.00","10,270.00","9,674.90",1.65%
43876,"9,996.90","9,454.30","10,175.00","9,338.80",5.73%
43875,"9,455.40","8,515.90","9,488.00","8,512.60",11.03%
43874,"8,515.90","8,902.90","8,952.80","8,339.70",-4.32%
43873,"8,900.60","8,070.00","9,000.00","8,070.00",10.31%
43872,"8,069.00","8,563.00","8,569.00","7,851.00",-5.77%
43871,"8,563.10","8,678.10","9,074.30","8,152.10",-1.38%
43870,"8,683.20","8,240.00","8,748.00","7,734.70",5.44%
43869,"8,235.10","7,585.00","8,648.80","7,579.60",8.54%
43868,"7,587.00","7,679.40","8,488.20","7,175.10",-1.13%
43867,"7,673.80","6,946.60","7,860.00","6,000.00",10.42%
43866,"6,949.90","8,185.20","8,378.00","6,658.80",-15.25%
43865,"8,200.00","9,225.10","9,403.30","7,840.00",-11.06%
43864,"9,219.40","8,887.10","9,495.00","8,189.60",3.64%
43863,"8,895.80","9,181.00","9,201.00","7,972.20",-3.11%
43862,"9,181.10","10,278.00","10,311.00","8,941.00",-10.72%
43861,"10,284.00","10,170.00","10,411.00","9,761.00",1.07%
43860,"10,175.00","11,215.00","11,250.00","9,864.90",-9.25%
43859,"11,212.00","11,836.00","11,957.00","11,074.00",-5.30%
43858,"11,839.00","11,455.10","12,181.00","11,398.00",3.30%
43857,"11,461.00","11,068.00","11,683.00","10,822.00",3.53%
43856,"11,070.00","11,144.00","11,647.00","10,298.00",-0.68%
43855,"11,146.00","11,402.00","11,723.00","10,857.00",-2.35%
43854,"11,414.00","10,811.00","11,529.00","10,454.00",5.50%
43853,"10,819.00","10,770.00","11,383.00","9,901.10",0.45%
43852,"10,771.00","11,519.00","11,886.00","10,009.00",-6.45%
43851,"11,514.00","12,732.00","12,732.00","11,020.00",-9.54%
43850,"12,728.00","11,462.00","13,002.00","11,425.00",10.91%
43849,"11,476.00","11,036.00","11,879.00","10,649.00",3.90%
43848,"11,045.00","11,101.00","11,881.00","10,515.00",-0.33%
43847,"11,082.00","11,059.00","11,490.00","9,231.10",0.09%
43846,"11,072.00","13,594.00","13,604.00","9,949.40",-18.44%
43845,"13,575.00","13,558.00","14,350.00","13,307.00",0.13%
43844,"13,558.00","14,190.00","14,391.00","12,874.30",-4.46%
43843,"14,191.00","13,794.00","14,580.00","13,760.00",2.96%
43842,"13,783.00","13,248.00","14,095.00","12,778.00",3.90%
43841,"13,266.00","14,895.00","14,949.80","12,639.00",-10.94%
43840,"14,896.00","14,426.00","14,896.00","13,338.00",3.28%
43839,"14,423.00","14,902.00","15,355.00","14,122.00",-3.40%
43838,"14,930.00","16,216.00","16,279.00","13,760.00",-7.82%
43837,"16,196.00","17,163.00","17,176.00","15,726.00",-5.62%
43836,"17,161.00","16,911.00","17,252.00","16,251.00",1.44%
43835,"16,917.00","15,159.00","17,101.00","14,769.00",11.59%
43834,"15,160.00","15,150.00","15,390.00","14,064.00",0.03%
43833,"15,155.00","14,713.00","15,428.00","14,522.00",3.03%
43832,"14,709.80","13,448.00","15,300.00","12,810.00",10.15%
43831,"13,354.00","13,794.00","13,893.00","12,787.00",-3.23%
44196,"13,800.00","12,385.00","14,140.00","12,183.90",11.50%
44195,"12,377.00","14,308.00","14,403.00","11,690.00",-13.55%
44194,"14,317.00","14,323.00","15,105.00","13,847.00",0.01%
44193,"14,315.00","15,374.00","15,467.00","13,232.00",-6.89%
44192,"15,374.00","15,680.00","16,494.00","14,463.00",-1.95%
44191,"15,679.00","13,627.00","16,048.00","13,550.00",15.09%
44190,"13,623.00","13,517.00","14,278.00","12,678.00",1.09%
44189,"13,476.00","14,036.00","14,047.00","11,601.20",-3.98%
44188,"14,035.00","13,173.00","14,986.00","12,755.00",6.57%
44187,"13,170.00","15,650.00","15,826.00","10,718.00",-15.94%
44186,"15,666.80","16,433.00","17,333.00","14,827.00",-4.62%
44185,"16,425.00","17,340.00","17,709.00","15,500.00",-5.30%
44184,"17,345.00","18,931.00","18,987.00","16,500.00",-8.39%
44183,"18,934.00","18,959.00","19,171.00","18,010.00",-0.20%
44182,"18,971.00","19,210.00","19,891.00","18,622.00",-1.13%
44181,"19,187.00","17,569.50","19,548.00","17,098.00",9.50%
44180,"17,522.00","16,396.00","18,098.00","16,352.00",6.95%
44179,"16,383.00","16,122.00","16,999.00","15,870.00",1.25%
44178,"16,181.00","17,010.00","17,288.00","15,674.00",-4.63%
44177,"16,967.00","16,754.00","17,500.00","16,234.00",1.27%
44176,"16,754.00","14,937.00","17,443.00","14,937.00",11.72%
44175,"14,997.00","14,660.00","15,728.00","12,748.00",2.30%
44174,"14,660.00","15,829.00","16,300.00","13,021.00",-7.62%
44173,"15,869.00","16,608.00","17,160.00","13,774.00",-4.41%
44172,"16,601.00","13,500.00","16,639.00","13,154.00",22.72%
44171,"13,527.00","11,590.00","13,598.00","11,590.00",16.66%
44170,"11,595.00","11,611.00","11,949.00","11,414.00",0.00%
44169,"11,595.00","11,162.00","11,598.00","10,788.00",3.93%
44168,"11,157.00","10,880.00","11,842.00","10,299.00",2.54%
44167,"10,881.00","10,852.00","11,187.00","10,627.00",0.11%
44166,"10,869.00","9,907.00","10,949.00","9,370.10",9.71%
44165,"9,907.00","9,771.90","10,540.00","8,821.00",1.62%
44164,"9,749.40","9,891.90","11,427.20","9,001.10",-1.50%
44163,"9,898.00","9,727.10","9,977.80","9,608.30",1.74%
44162,"9,728.80","9,303.90","9,760.70","9,268.90",4.43%
44161,"9,316.00","8,791.00","9,495.00","8,769.20",6.27%
44160,"8,766.20","8,191.60","8,770.00","8,132.90",7.01%
44159,"8,191.60","7,977.00","8,350.70","7,873.00",2.69%
44158,"7,977.10","8,230.00","8,267.60","7,977.10",-3.07%
44157,"8,230.10","8,097.30","8,310.00","8,064.30",1.64%
44156,"8,097.30","8,245.10","8,380.00","7,790.00",-1.79%
44155,"8,245.10","8,052.80","8,310.20","7,943.40",2.37%
44154,"8,054.20","7,770.60","8,126.90","7,652.00",3.61%
44153,"7,773.30","7,674.10","7,867.00","7,419.50",1.24%
44152,"7,677.90","7,865.00","8,029.80","7,511.10",-2.37%
44151,"7,864.20","7,273.70","8,012.90","7,099.90",8.05%
44150,"7,278.30","6,589.90","7,310.20","6,589.90",10.63%
44149,"6,579.20","6,476.50","6,687.80","6,315.40",1.62%
44148,"6,474.60","5,806.50","6,680.00","5,786.10",11.21%
44147,"5,822.10","6,282.40","6,465.00","5,426.00",-7.60%
44146,"6,300.70","6,541.20","6,788.00","6,166.00",-3.69%
44145,"6,542.20","7,123.30","7,313.10","6,405.20",-8.20%
44144,"7,126.20","7,447.00","7,447.00","7,017.60",-4.25%
44143,"7,442.40","7,102.00","7,895.00","7,029.90",4.77%
44142,"7,103.30","6,959.60","7,214.40","6,959.00",2.13%
44141,"6,955.00","7,355.10","7,429.50","6,915.10",-5.78%
44140,"7,382.00","7,370.90","7,595.00","7,272.00",0.18%
44139,"7,369.00","7,104.00","7,521.10","6,936.50",1.24%
44138,"7,278.40","7,018.90","7,447.50","6,926.50",3.68%
44137,"7,019.90","6,735.00","7,315.10","6,724.50",4.35%
44136,"6,727.30","6,450.20","6,727.30","6,348.00",4.17%
44135,"6,458.30","6,129.90","6,472.10","6,082.70",5.44%
44134,"6,125.30","6,146.00","6,237.20","6,010.00",-0.50%
44133,"6,156.00","5,718.10","6,330.00","5,662.90",7.61%
44132,"5,720.60","5,759.80","5,863.90","5,634.70",-0.68%
44131,"5,759.60","5,890.00","6,010.20","5,681.20",-2.21%
44130,"5,890.00","5,724.20","5,966.60","5,680.50",2.97%
44129,"5,720.00","5,509.90","5,743.90","5,367.90",3.82%
44128,"5,509.50","5,902.50","5,902.50","5,457.50",-6.73%
44127,"5,906.90","5,980.50","6,051.00","5,639.80",-1.23%
44126,"5,980.50","6,005.10","6,069.60","5,717.90",-0.41%
44125,"6,005.10","5,984.90","6,190.00","5,873.60",0.34%
44124,"5,984.50","5,694.00","6,082.20","5,606.40",5.10%
44123,"5,694.00","5,574.80","5,741.00","5,505.80",2.32%
44122,"5,565.00","5,597.70","5,597.90","5,114.30",-0.57%
