Date,Open,High,Close,Low,Change %
43905,"5,383.20","5,217.10","5,984.20","5,133.00",3.16%
43904,"5,218.20","5,621.80","5,673.20","5,099.00",-7.24%
43903,"5,625.40","4,873.10","5,965.30","4,001.00",14.17%
43902,"4,927.00","7,975.30","8,001.70","4,612.10",-38.18%
43901,"7,969.60","7,917.90","8,020.60","7,635.10",0.71%
43900,"7,913.80","7,965.50","8,180.00","7,779.00",-0.67%
43899,"7,967.30","8,073.80","8,214.90","7,700.00",-1.32%
43898,"8,074.00","8,917.20","8,917.20","8,049.50",-9.47%
43897,"8,919.00","9,180.60","9,231.10","8,884.80",-2.85%
43896,"9,180.60","9,085.60","9,199.70","9,016.10",0.99%
43895,"9,090.80","8,795.30","9,185.00","8,795.30",3.44%
43894,"8,788.60","8,791.10","8,877.70","8,718.40",-0.03%
43893,"8,791.10","8,938.50","8,940.00","8,700.00",-1.64%
43892,"8,938.10","8,556.80","8,990.80","8,524.60",4.35%
43891,"8,565.20","8,561.50","8,775.00","8,460.00",0.09%
43890,"8,557.30","8,730.60","8,820.90","8,557.30",-1.96%
43889,"8,728.00","8,826.10","8,908.30","8,455.20",-1.11%
43888,"8,825.80","8,813.20","8,975.00","8,555.00",0.14%
43887,"8,813.20","9,324.80","9,385.90","8,652.70",-5.51%
43886,"9,327.50","9,674.00","9,686.60","9,251.40",-3.58%
43885,"9,674.10","9,983.80","10,022.00","9,484.30",-3.11%
43884,"9,985.00","9,663.00","10,001.00","9,660.20",3.34%
43883,"9,662.40","9,693.00","9,714.00","9,565.20",-0.32%
43882,"9,693.50","9,609.20","9,757.40","9,567.90",0.89%
43881,"9,608.10","9,586.20","9,694.70","9,362.40",0.17%
43880,"9,592.20","10,184.00","10,309.00","9,350.30",-5.80%
43879,"10,183.00","9,708.00","10,275.00","9,625.90",4.89%
43878,"9,708.00","9,929.70","9,963.80","9,501.50",-2.23%
43877,"9,929.70","9,901.00","10,037.00","9,651.40",0.29%
43876,"9,901.00","10,335.00","10,370.00","9,800.30",-4.20%
43875,"10,335.00","10,222.00","10,371.00","10,101.00",1.11%
43874,"10,222.00","10,338.00","10,489.00","10,080.00",-1.13%
43873,"10,339.00","10,249.00","10,458.00","10,238.00",0.90%
43872,"10,247.00","9,851.20","10,316.00","9,720.00",4.03%
43871,"9,850.20","10,151.50","10,187.00","9,737.80",-2.96%
43870,"10,151.00","9,877.30","10,161.00","9,871.10",2.77%
43869,"9,877.20","9,805.20","9,920.70","9,657.80",0.73%
43868,"9,805.20","9,745.00","9,859.60","9,695.50",0.62%
43867,"9,744.90","9,612.00","9,860.00","9,547.00",1.38%
43866,"9,612.00","9,197.50","9,731.20","9,180.20",4.51%
43865,"9,197.40","9,309.20","9,359.80","9,112.50",-1.20%
43864,"9,309.30","9,353.10","9,625.30","9,247.10",-0.47%
43863,"9,353.10","9,408.00","9,501.00","9,175.40",-0.61%
43862,"9,410.60","9,371.30","9,476.40","9,318.10",0.46%
43861,"9,367.40","9,512.70","9,519.90","9,221.90",-1.53%
43860,"9,512.70","9,305.10","9,550.00","9,175.70",2.24%
43859,"9,304.20","9,390.90","9,442.00","9,244.40",-0.95%
43858,"9,393.70","8,912.10","9,413.00","8,912.10",5.41%
43857,"8,912.00","8,622.00","9,001.80","8,585.20",3.37%
43856,"8,621.60","8,351.10","8,622.00","8,303.60",3.21%
43855,"8,353.70","8,447.10","8,447.20","8,280.00",-1.11%
43854,"8,447.10","8,403.60","8,521.80","8,247.70",0.52%
43853,"8,403.50","8,668.90","8,669.30","8,296.90",-3.01%
43852,"8,663.90","8,734.20","8,799.90","8,580.60",-0.80%
43851,"8,734.10","8,638.20","8,782.80","8,512.20",1.11%
43850,"8,638.20","8,698.60","8,741.10","8,519.60",-0.64%
43849,"8,694.00","8,891.60","9,169.50","8,455.70",-2.22%
43848,"8,891.50","8,873.10","8,965.00","8,794.20",0.18%
43847,"8,875.40","8,719.50","8,994.90","8,674.20",1.78%
43846,"8,720.60","8,810.90","8,839.90","8,579.80",-0.99%
43845,"8,807.70","8,760.80","8,873.00","8,560.20",0.37%
43844,"8,775.60","8,104.10","8,829.00","8,099.30",8.41%
43843,"8,094.50","8,174.90","8,198.30","8,053.60",-0.98%
43842,"8,174.70","8,013.60","8,174.70","7,951.70",2.01%
43841,"8,013.80","8,184.30","8,271.90","7,994.60",-1.99%
43840,"8,176.30","7,817.40","8,177.80","7,678.50",4.59%
43839,"7,817.50","8,036.80","8,036.80","7,756.20",-2.73%
43838,"8,036.80","8,158.20","8,442.00","7,882.80",-1.39%
43837,"8,150.00","7,759.50","8,200.10","7,741.90",5.05%
43836,"7,757.90","7,364.70","7,784.90","7,358.00",5.34%
43835,"7,364.60","7,370.30","7,509.90","7,315.80",-0.07%
43834,"7,369.80","7,371.80","7,422.00","7,297.70",0.03%
43833,"7,367.50","6,989.40","7,437.60","6,909.30",5.41%
43832,"6,989.40","7,212.70","7,225.20","6,963.00",-3.10%
43831,"7,212.70","7,208.20","7,268.80","7,185.40",0.06%
44196,"7,208.30","7,261.00","7,333.00","7,161.30",-0.72%
44195,"7,260.90","7,413.00","7,421.60","7,217.70",-2.12%
44194,"7,417.90","7,333.20","7,551.60","7,311.80",1.14%
44193,"7,334.40","7,293.60","7,389.90","7,280.50",0.65%
44192,"7,287.00","7,235.30","7,300.00","7,114.10",0.75%
44191,"7,232.40","7,220.10","7,464.30","7,189.00",0.17%
44190,"7,220.10","7,270.00","7,287.40","7,144.80",-0.78%
44189,"7,276.90","7,346.20","7,445.00","7,182.90",-0.96%
44188,"7,347.40","7,538.90","7,715.00","7,283.10",-2.45%
44187,"7,532.00","7,166.30","7,541.30","7,159.60",5.10%
44186,"7,166.40","7,213.00","7,215.10","7,145.20",-0.65%
44185,"7,212.90","7,181.80","7,249.00","7,116.80",0.43%
44184,"7,181.80","7,326.90","7,412.50","7,089.10",-1.93%
44183,"7,323.40","6,667.10","7,480.20","6,479.40",9.84%
44182,"6,667.10","6,926.60","6,972.00","6,624.30",-3.75%
44181,"6,926.80","7,152.70","7,189.90","6,900.00",-3.16%
44180,"7,152.70","7,100.80","7,218.60","7,046.60",0.73%
44179,"7,100.80","7,283.10","7,290.50","7,038.50",-2.50%
44178,"7,283.20","7,224.10","7,331.90","7,218.70",0.82%
44177,"7,224.00","7,231.20","7,325.60","7,133.80",-0.09%
44176,"7,230.70","7,254.70","7,296.20","7,170.10",-0.33%
44175,"7,254.60","7,373.80","7,433.00","7,207.50",-1.69%
44174,"7,379.50","7,563.80","7,701.10","7,309.10",-2.45%
44173,"7,564.60","7,543.20","7,620.00","7,433.60",0.28%
44172,"7,543.20","7,584.70","7,665.10","7,520.10",-0.59%
44171,"7,588.30","7,439.90","7,648.60","7,350.10",1.99%
44170,"7,440.00","7,239.30","7,522.80","7,193.70",2.79%
44169,"7,238.20","7,336.90","7,887.70","7,134.10",-1.33%
44168,"7,336.00","7,350.20","7,453.50","7,288.00",-0.19%
44167,"7,350.30","7,450.10","7,467.30","7,209.40",-1.34%
44166,"7,450.10","7,599.90","7,600.10","7,288.70",-1.97%
44165,"7,599.90","7,796.50","7,849.60","7,495.00",-2.52%
44164,"7,796.60","7,460.70","7,916.30","7,450.00",4.50%
44163,"7,460.80","7,547.30","7,683.00","7,415.00",-1.17%
44162,"7,549.30","7,198.30","7,689.00","6,880.00",4.88%
44161,"7,198.30","7,162.80","7,384.70","7,061.20",0.42%
44160,"7,168.00","6,965.20","7,413.60","6,619.40",2.91%
44159,"6,965.30","7,352.70","7,372.00","6,922.00",-5.27%
44158,"7,352.60","7,318.60","7,385.00","7,141.00",0.40%
44157,"7,323.00","7,672.50","7,763.30","6,820.10",-4.54%
44156,"7,671.10","8,126.40","8,155.90","7,510.10",-5.60%
44155,"8,126.40","8,164.90","8,255.00","8,081.00",-0.47%
44154,"8,164.90","8,219.50","8,241.90","8,055.20",-0.66%
44153,"8,219.50","8,536.70","8,536.80","8,119.00",-3.72%
44152,"8,537.30","8,523.40","8,662.90","8,422.00",0.16%
44151,"8,523.50","8,494.80","8,553.10","8,442.70",0.33%
44150,"8,495.80","8,655.50","8,798.10","8,420.20",-1.85%
44149,"8,655.70","8,800.90","8,817.40","8,601.40",-1.65%
44148,"8,801.10","8,830.00","8,849.30","8,730.30",-0.33%
44147,"8,830.00","8,737.70","8,891.50","8,602.10",1.06%
44146,"8,737.70","9,069.70","9,107.30","8,633.40",-3.65%
44145,"9,068.40","8,827.10","9,156.90","8,764.00",2.72%
44144,"8,828.00","8,782.30","8,891.40","8,735.90",0.52%
44143,"8,782.40","9,209.20","9,252.40","8,688.10",-4.62%
44142,"9,208.00","9,355.00","9,387.10","9,086.50",-1.55%
44141,"9,353.00","9,334.00","9,475.00","9,278.00",0.20%
44140,"9,333.90","9,440.00","9,504.10","9,200.00",-1.14%
44139,"9,441.20","9,223.00","9,621.80","9,152.00",2.37%
44138,"9,222.40","9,332.20","9,400.60","9,100.00",-1.18%
44137,"9,332.10","9,288.40","9,429.40","9,251.80",0.46%
44136,"9,289.10","9,185.60","9,332.10","9,087.40",1.13%
44135,"9,185.60","9,184.40","9,460.70","8,984.80",0.01%
44134,"9,184.30","9,445.50","9,446.90","9,035.00",-2.77%
44133,"9,445.50","9,229.20","9,558.30","9,101.30",2.38%
44132,"9,225.70","9,574.10","9,948.00","9,216.80",-3.62%
44131,"9,571.80","9,270.90","9,815.60","9,121.60",3.25%
44130,"9,270.90","8,679.30","10,464.10","8,662.90",6.82%
44129,"8,679.10","7,453.00","8,800.00","7,426.00",16.45%
44128,"7,453.00","7,493.60","7,529.00","7,372.00",-0.54%
44127,"7,493.70","8,053.70","8,074.50","7,341.50",-7.01%
44126,"8,058.90","8,242.20","8,332.20","8,037.10",-2.24%
44125,"8,243.90","8,260.70","8,371.30","8,181.80",-0.20%
44124,"8,260.60","7,993.00","8,335.60","7,922.00",3.35%
44123,"7,992.90","7,987.30","8,117.00","7,927.00",0.07%
44122,"7,987.20","8,092.40","8,135.10","7,860.00",-1.30%
44121,"8,092.30","8,016.10","8,144.90","7,949.30",0.95%
44120,"8,016.00","8,191.00","8,203.20","7,960.00",-2.14%
44119,"8,191.10","8,370.00","8,433.70","8,123.60",-2.14%
44118,"8,370.00","8,304.90","8,423.50","8,230.10",0.77%
44117,"8,305.70","8,319.60","8,477.40","8,179.30",-0.15%
44116,"8,318.30","8,278.20","8,421.00","8,272.50",0.46%
44115,"8,280.00","8,596.00","8,815.20","8,253.00",-3.68%
44114,"8,596.00","8,610.40","8,682.80","8,472.00",-0.13%
44113,"8,607.50","8,205.00","8,717.90","8,146.60",4.83%
